company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
Krak,Netherlands,2017,Mexico,Xoconusco,70,3.25,2,0,0,0,0,1,0,medium roast,nutty,,
Krak,Netherlands,2017,Belize,Belize,70,3,2,0,0,0,0,1,0,gritty,sour,berries,
Krak,Netherlands,2017,Vietnam,Vietnam,70,3,2,0,0,0,0,1,0,sticky,molasses,sour,
Krak,Netherlands,2018,Mexico,"Xoconusco, triple turned",70,3.75,2,0,0,0,0,1,0,intense,acidicity,,
Krak,Netherlands,2018,Philippines,Kablon Farm,70,3.25,2,0,0,0,0,1,0,nuts,dried fruit,grassy,
Krak,Netherlands,2018,Madagascar,Mava Sa Ferme D'ottange,70,3,2,0,0,0,0,1,0,roasty,nutty,,
Krak,Netherlands,2019,Papua new guinea,Gazelle,70,3.25,2,0,0,0,0,1,0,astringent,smokey cocoa,,
Krak,Netherlands,2019,Colombia,H. Betulia B6,70,3,2,0,0,0,0,1,0,light color,,,
Kto,U.S.A,2014,Madagascar,Sambirano Valley,72,3.25,3,1,0,0,0,1,0,strawberry,intense,sour,
Kto,U.S.A,2014,Belize,Belize,90,3.25,2,0,0,0,0,1,0,intense,spicy,pungent,
Kto,U.S.A,2014,Dominican republic,Elvesia,72,3.25,3,1,0,0,0,1,0,spicy,molasses,earthy,
Kto,U.S.A,2014,Dominican republic,ROIG,72,3.25,3,1,0,0,0,1,0,earthy,fatty,tea,
Kto,U.S.A,2014,Belize,Belize,72,3,3,1,0,0,0,1,0,nutty,sour milk,,
Kto,U.S.A,2014,Venezuela,Ocumare,72,2.75,3,1,0,0,0,1,0,nutty,pungent,sour,
Kto,U.S.A,2014,Peru,San Martin,72,2.5,2,0,0,0,0,1,0,intense,pungent,tangy,
K'ul,U.S.A,2016,Brazil,"Bahia, Fazenda Camboa",70,3.75,4,1,0,1,0,1,0,creamy,mild flavors,,
K'ul,U.S.A,2016,Ecuador,"Los Rios, Hacienda Limon, Heirloom",70,3.75,4,1,0,1,0,1,0,oranges,,,
K'ul,U.S.A,2016,Haiti,"Kafupbo, Petit Bourg, De Borgnes",70,3.25,4,1,0,1,0,1,0,spicy,vanilla,dairy,
K'ul,U.S.A,2016,Peru,"Maranon, Fortunato No. 4",70,2.75,4,1,0,1,0,1,0,astringent,unbalanced,,
Kyya,U.S.A,2014,Dominican republic,Hispaniola,72.5,3,5,1,1,0,1,1,0,vanilla,candy,sour milk,
Kyya,U.S.A,2014,Madagascar,Madagascar,72.5,3,5,1,1,0,1,1,0,mild vanilla mild fruit,,,
Kyya,U.S.A,2014,Uganda,Uganda,72.5,2.5,5,1,1,0,1,1,0,vanilla,earth,cardboard,
Kyya,U.S.A,2014,Ecuador,Ecuador,72.5,2.5,5,1,1,0,1,1,0,intense,bourbon,vanilla,
L.A. Burdick (Felchlin),U.S.A,2009,Madagascar,Madagascar,64,3.5,5,1,1,1,0,1,0,smooth,rich,lemon,
L.A. Burdick (Felchlin),U.S.A,2009,Bolivia,Bolivian,68,3,5,1,1,1,0,1,0,rich,spice,cheese,
L.A. Burdick (Felchlin),U.S.A,2010,Dominican republic,Dominican Republic,74,3.75,5,1,1,1,0,1,0,simple,rich hot cocoa,,
L.A. Burdick (Felchlin),U.S.A,2010,Grenada,Grenada,75,3.25,5,1,1,1,0,1,0,creamy,cocoa,spice,
L.A. Burdick (Felchlin),U.S.A,2010,Venezuela,Venzuela,71,3,5,1,1,1,0,1,0,cocoa,nutty,acidic,burning
L.A. Burdick (Felchlin),U.S.A,2011,Ecuador,Quito,74,3.75,5,1,1,1,0,1,0,spicy,roasty,coffee,
L.A. Burdick (Felchlin),U.S.A,2012,Brazil,Brazil,70,4,5,1,1,1,0,1,0,creamy,woody,nutty,
L.A. Burdick (Felchlin),U.S.A,2012,Venezuela,Chuao,68,3.75,5,1,1,1,0,1,0,berry,rich dominates,,
L.A. Burdick (Felchlin),U.S.A,2012,Peru,Peru,74,3.25,5,1,1,1,0,1,0,floral,soapy,earthy,
La Cascade du Chocolat,U.S.A,2019,Fiji,"Fiji, batch 51019",68,3,3,1,0,0,0,1,0,unrefined,sweet,basic,
La Chorena,U.S.A,2018,Belize,"Maya Mtn, Toledo",70,3.25,4,1,0,1,0,1,0,molasses,acidicity,,
La Chorena,U.S.A,2018,Guatemala,"Lachua, Cacao Verapaz",70,3.25,2,0,0,0,0,1,0,tart,molasses,grits,
La Chorena,U.S.A,2018,Dominican republic,Oko Caribe,70,3,2,0,0,0,0,1,0,anise,spicy,earthy,
La Chorena,U.S.A,2018,Peru,Maranon,75,3,2,0,0,0,0,1,0,earthy,molasses,dried fruit,
La Feverie (Hasnaa),France,2018,Belize,"Maya Mtn, 2017 harvest",70,3.5,2,0,0,0,0,1,0,fruit,cocoa,grape,
La Feverie (Hasnaa),France,2018,Guatemala,"Asochivite, 2017 harvest",70,3.5,2,0,0,0,0,1,0,dry,melon,cocoa,
La Feverie (Hasnaa),France,2019,Peru,"Piura Blanco, 2018 harvest",72,3.5,2,0,0,0,0,1,0,sandy,grapes,,
La Maison du Chocolat (Valrhona),France,2008,Blend,"Cuana, 2008, Ven., Indonesia, Ecuad.",74,3.5,4,1,0,1,0,1,0,roasty,dark berry,rich,
La Maison du Chocolat (Valrhona),France,2009,Blend,Orinoco,60,3.75,4,1,0,1,0,1,0,cocoa,caramel,sweet,
La Maison du Chocolat (Valrhona),France,2009,Venezuela,"Porcelana, Pariguan",69,3.5,4,1,0,1,0,1,0,nutty,grassy,rich,
La Maison du Chocolat (Valrhona),France,2009,Ghana,Akosombo,68,3.25,4,1,0,1,0,1,0,rich,burning sensation,,
La Maison du Chocolat (Valrhona),France,2009,Blend,Kuruba,60,3,4,1,0,1,0,1,0,rich,sweet,cocoa,intense
La Maison du Chocolat (Valrhona),France,2011,Grenada,Grenada,68,3.5,4,1,0,1,0,1,0,rich,vegetal,banana,spice
La Maison du Chocolat (Valrhona),France,2012,Dominican republic,Loma Sotavento,66,3.5,4,1,0,1,0,1,0,nutty,pear,sour milk,
La Maison du Chocolat (Valrhona),France,2013,Tobago,Tobago,60,3.25,4,1,0,1,0,1,0,creamy,rich,dairy,nutty
La Maison du Chocolat (Valrhona),France,2013,Ecuador,"Acarigua, w/ nibs",56,3.25,4,1,0,1,0,1,0,sweet,nutty,cocoa,
La Maison du Chocolat (Valrhona),France,2013,Blend,"Cuana, 2013, Africa, Carribean, C. Am.",74,2.75,4,1,0,1,0,1,0,brownie,cocoa,sour,sweet
La Rifa,Mexico,2018,Mexico,"Almendra Blanca, Blanco Marfil, Jimenez Garcia",70,3.5,2,0,0,0,0,1,0,rich,mild fruit nut,,
La Rifa,Mexico,2018,Mexico,"Uranga, Chiapas, Jimenez Garcia farm",70,3.5,2,0,0,0,0,1,0,citrus,prononced orange,,
La Rifa,Mexico,2018,Mexico,"Xoconusco, Chiapas, Coop CASFA",70,3,2,0,0,0,0,1,0,mild hammy,roasty,sour,
Laia aka Chat-Noir,France,2014,Cuba,Cuba,70,2.75,4,1,0,1,0,1,0,fatty,roasty,coffee,note
Laia aka Chat-Noir,France,2014,Blend,Trinidad-Tobago,68,2.75,4,1,0,1,0,1,0,nutty,woody,leathery,
Laia aka Chat-Noir,France,2015,Vietnam,"Lam Dong, Batch 153",75,3.75,4,1,0,1,0,1,0,creamy,mild honey,floral,
Laia aka Chat-Noir,France,2015,Sao tome,"Sao Tome, Batch 151",75,3.5,4,1,0,1,0,1,0,rich,roasty,nutty,smoke
Laia aka Chat-Noir,France,2015,Peru,"Peru, Batch 51/100",75,3.25,4,1,0,1,0,1,0,sandy,fatty,roasty,fruit
Laia aka Chat-Noir,France,2015,Brazil,"Bahia, Batch 148",75,3.25,4,1,0,1,0,1,0,smokey,rich,spice,
Laia aka Chat-Noir,France,2015,Cuba,"Cuba, Batch 59/100",75,3,4,1,0,1,0,1,0,slight burnt,astringent,fruit,
Laia aka Chat-Noir,France,2015,Ivory coast,"Ivory Coast, Batch 56/100",75,3,4,1,0,1,0,1,0,roasty,nutty,rich,
Laia aka Chat-Noir,France,2015,Madagascar,"Madagascar, Batch 59/100",75,2.75,4,1,0,1,0,1,0,roasty,sour,cardboard,
Laia aka Chat-Noir,France,2015,Vietnam,"Vietnam, Batch 50/100",75,2.75,4,1,0,1,0,1,0,gritty,roasty,waxy,
L'Amourette,U.S.A,2012,Venezuela,Carenero Superior,75,3,5,1,1,1,0,1,0,chalky,fatty,sweet,
L'Amourette,U.S.A,2012,Venezuela,Rio Caribe,75,3,5,1,1,1,0,1,0,chalky,cocoa,tangy,
L'Amourette,U.S.A,2012,Blend,"Peru, Ecuador, Venezuela",72,3,5,1,1,1,0,1,0,fatty,nutty,woody,
L'Amourette,U.S.A,2016,Nicaragua,Rugoso,80,3.5,2,0,0,0,0,1,0,spicy,grassy,roasty,
Land,U.k.,2018,Nicaragua,"Nicaliso, Bocay",73,3.5,3,1,0,0,0,1,0,complex,dairy,roasty,
Land,U.k.,2018,Honduras,San Pedro Sula,70,3.25,3,1,0,0,0,1,0,sandy,rich,,
Land,U.k.,2018,Nicaragua,Nueva Guinea,71,3,3,1,0,0,0,1,0,simple,earthy,cocoa,
Landmark (Amano),U.S.A,2017,Bolivia,"Tranquilidad, Itinez Province",74,3.75,3,1,0,0,0,1,0,well balanced,melon,,
Legast,Belgium,2019,Peru,Piura,70,3.5,3,1,0,0,0,1,0,sandy,light color,grape,
Legast,Belgium,2019,Costa rica,Upala,70,3.25,3,1,0,0,0,1,0,basic,mild ham,woody,
Legast,Belgium,2019,Colombia,"Chucuri, finca los lagos el Carmen",70,2.75,3,1,0,0,0,1,0,sandy,,hammy,
Letterpress,U.S.A,2014,Peru,Maranura,70,3.5,2,0,0,0,0,1,0,intense,sticky,cocoa,
Letterpress,U.S.A,2015,Trinidad,"San Juan Estate, Gran Couva",70,3.5,2,0,0,0,0,1,0,cocoa,spice,fruit,
Letterpress,U.S.A,2015,Tanzania,Kokoa Kamili,70,3.5,2,0,0,0,0,1,0,subtle,spicy,banana,
Letterpress,U.S.A,2015,Bolivia,Beniamo,70,3.25,2,0,0,0,0,1,0,dried fruit,nutty,mushroom,
Letterpress,U.S.A,2015,Dominican republic,"La Red, Guaconejo",70,3.25,2,0,0,0,0,1,0,red fruit,brownie,,
Letterpress,U.S.A,2015,Costa rica,San Andres,70,3,2,0,0,0,0,1,0,roasty,black pepper,woody,
Letterpress,U.S.A,2016,Liberia,Liberia,70,3.25,2,0,0,0,0,1,0,floral,black licorice,,
Letterpress,U.S.A,2017,Peru,Ucayali,70,4,3,1,0,0,0,1,0,mild,licorice,coffee,cocoa
Letterpress,U.S.A,2017,Honduras,"La Masica, Batch 7, FHIA",70,3.5,2,0,0,0,0,1,0,strong raspberry,mocha,,
Letterpress,U.S.A,2017,Belize,"Maya Mtn, Batch 18, Heirloom",70,3.25,2,0,0,0,0,1,0,smokey,mild berry,,
Letterpress,U.S.A,2018,Ghana,Ashanti,70,3.75,3,1,0,0,0,1,0,brownie,,,
Letterpress,U.S.A,2019,Jamaica,"Bachelor's Hall, batch 0001",70,3.25,3,1,0,0,0,1,0,woody,mocha,molasses,
Letterpress,U.S.A,2019,Bolvia,"Tranquilidad, beniano",70,3.25,3,1,0,0,0,1,0,spoiled milk,sweet,molasses,
Levy,Finland,2014,Madagascar,Sambirano,71,3.5,3,1,0,0,0,1,0,sandy,citrus,,
Lilla,Finland,2016,Madagascar,Madagascar,70,3,2,0,0,0,0,1,0,sweet edge,bright fruit,,
Lillie Belle,U.S.A,2012,Peru,La Selva,68,3.75,2,0,0,0,0,1,0,rich,spicy edge,,
Lillie Belle,U.S.A,2012,Peru,Perfect Illusion,65,3.5,2,0,0,0,0,1,0,creamy,strawberry,cocoa,
Lillie Belle,U.S.A,2012,Bolivia,"Bolivia, Wild Thing",68,3.5,2,0,0,0,0,1,0,fatty,nutty,melon like,
Lillie Belle,U.S.A,2012,Bolivia,Wild Thing,68,3.5,2,0,0,0,0,1,0,fatty,grassy,cocoa,
Lillie Belle,U.S.A,2012,Dominican republic,"The Other One, Grand Cru",74,3,2,0,0,0,0,1,0,fatty,roasty,cocoa,
Lillie Belle,U.S.A,2012,Blend,"Purple Haze, Venezuela, Dom. Rep.",75,2.75,2,0,0,0,0,1,0,grits,roasted,nutty,
Lindt & Sprungli,Switzerland,2007,Blend,Excellence (US Version),85,3,4,1,1,0,0,1,0,harsh burnt,mild cocoa,tang,
Loiza,Puerto rico,2013,Puerto rico,Puerto Rico,65,2.5,5,1,1,1,0,1,0,black pepper,vanilla,harsh,
Lonohana,U.S.A,2013,U.s.a.,"Hawai'i Island, Hawaiian Crown, Kona Vanilla",70,3.5,4,1,1,0,0,1,0,sandy,floral,vanilla,candy
Lonohana,U.S.A,2013,U.s.a.,"O'ahu Island, Opaeula Estate, Nene, CG Exclusive",71,3,4,1,1,0,0,1,0,aluminum,mild coffee,roasty,
Lonohana,U.S.A,2013,U.s.a.,"O'ahu Island, Opaeula Estate, Ele'ele",72,3,4,1,1,0,0,1,0,strong,brandy,smoke,
Lonohana,U.S.A,2014,U.s.a.,"O'ahu Island, Haleiwa, Lonohana E., Kanahiku",70,3.75,2,0,0,0,0,1,0,spicy,candied,complex,
Lonohana,U.S.A,2014,U.s.a.,"O'ahu Island, Haleiwa E, 2014",75,3.75,4,1,1,0,0,1,0,dairy,pudding,,
Lonohana,U.S.A,2014,U.s.a.,"O'ahu Island, Haleiwa E, 2014",65,3.25,4,1,1,0,0,1,0,sweet,candy,nutty,
Love Bar,U.S.A,2015,Nicaragua,Nicaragua,75,2,2,0,0,0,0,1,0,multiple flavors,metallic,,
Love Brown,Taiwan,2018,Nicaragua,Chuno,78,3.5,2,0,0,0,0,1,0,intense mocha flavor,,,
Love Brown,Taiwan,2018,Nicaragua,O'Payo,80,3.25,2,0,0,0,0,1,0,nutty,mild dairy,,
Love Brown,Taiwan,2018,Sumatra,Sumatra,70,3,2,0,0,0,0,1,0,smokey,earthy,cocoa,
Love Brown,Taiwan,2018,Nicaragua,Medalla,75,2.5,2,0,0,0,0,1,0,potting soil,,,
Luisa Abram,Brazil,2017,Brazil,"Rio Purus, 2016 Harvest",81,3.25,2,0,0,0,0,1,0,oily,burnt,earthy,
Luisa Abram,Brazil,2018,Brazil,"Rio Acara, Wild Amazon",70,3,2,0,0,0,0,1,0,rustic,basic,earthy,
Luker,Colombia,2010,Colombia,Santander,65,3.5,5,1,1,1,0,1,0,marshmallow,rich brownie,,
Luker,Colombia,2010,Blend,"Macondo, Colombia, Ecuador",60,3,5,1,1,1,0,1,0,sticky,marshmallow,cocoa,
Luker,Colombia,2010,Blend,"Misterio, Colombia, Ecuador",58,3,5,1,1,1,0,1,0,watered coffee,cocoa,,
Luker,Colombia,2010,Blend,"Selva, Colombia, Ecuador",46,2.75,5,1,1,1,0,1,0,sweet,caramel,candy,
MADE,U.S.A,2019,Ghana,Ghana,75,2.75,3,1,0,0,0,1,0,gritty,cocoa base,ashey,
MADE,U.S.A,2019,Uganda,Uganda,75,2.5,3,1,0,0,0,1,0,gritty,roasty,rubbery,
Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,63,4,5,1,1,1,0,1,0,intense,nutty,cocoa,
Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,70,3.75,5,1,1,1,0,1,0,sandy,woody,peanut butter,
Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,67,3.5,5,1,1,1,0,1,0,sandy,red berry,cocoa,
Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,75,3.5,5,1,1,1,0,1,0,sticky,bitter,nutty,
Madre,U.S.A,2010,Mexico,"Chiapas, Triple Cacao",72,2.75,4,1,1,0,0,1,0,raisiny,chewy,,
Madre,U.S.A,2011,Costa rica,Upala,70,2.75,4,1,1,0,0,1,0,sticky,strong vanilla,pepper,
Madre,U.S.A,2011,Dominican republic,Dominican,70,2.5,4,1,1,0,0,1,0,sandy,sweet,strong vanilla,
Madre,U.S.A,2012,U.s.a.,Kaua'i Island,70,3.5,4,1,1,0,0,1,0,vanilla,brownie,peanut,
Madre,U.S.A,2012,U.s.a.,"Hawai'i Island, Hamakua Coast, Kokoleka",70,3.25,4,1,1,0,0,1,0,creamy,vanilla,rich fruit,
Madre,U.S.A,2012,U.s.a.,"Criollo, Hawaii",70,3.25,4,1,1,0,0,1,0,creamy,burnt nuts,woody,
Madre,U.S.A,2013,Brazil,Brazil,70,3.5,4,1,1,0,0,1,0,strong vanilla,nut,coffee,
Madre,U.S.A,2013,Puerto rico,Puerto Rico,70,2.75,4,1,1,0,0,1,0,intense vanilla,swiss miss,,
Madre,U.S.A,2013,U.s.a.,"Hawai'i Island, Choobua, Kona",70,2.75,4,1,1,0,0,1,0,fatty,vanilla,candy,
Madre,U.S.A,2013,Mexico,"Xocunusco, Chiapas, Pichucalco",70,2.75,4,1,1,0,0,1,0,vanilla,earthy,caramel,
Madre,U.S.A,2017,Solomon islands,Guadalcanal,73,3.5,2,0,0,0,0,1,0,mild earthy,mild cocoa,nut,
Maglio,Italy,2008,Dominican republic,Santo Domingo,70,3.75,5,1,1,1,0,1,0,creamy,hay,nutty,
Maglio,Italy,2008,Cuba,Cuba,70,3.25,5,1,1,1,0,1,0,nutty,cooling sensation,,
Maglio,Italy,2008,Ecuador,Ecuador,70,3,4,0,1,1,0,1,0,creamy,nutty,mass market,
Maglio,Italy,2008,Tanzania,Africa,75,2,4,1,1,0,0,1,0,chalky,astringent,vanilla,
Majani,Italy,2010,Ecuador,Ecuador,70,2,4,1,0,1,0,1,0,strong vanilla,spice,,
Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Mora Mora 2006,73,3.5,4,1,0,1,0,1,0,creamy,sublte grape notes,,
Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Sambirano 2006,75,2.75,4,1,0,1,0,1,0,cardboard,tea,,
Malagos,Philippines,2013,Philippines,"Davao, Mt. Talamo foothills",65,3.5,5,1,1,1,0,1,0,sandy,sweet,cocoa,
Malai,Thailand,2018,Thailand,Chantaburi,70,2.75,3,1,0,0,0,0,1,gummy,smokey,hammy,
Malie Kai (Guittard),U.S.A,2009,U.s.a.,"O'ahu Island, N. Shore, Waialua Estate",55,2.75,5,1,1,1,0,1,0,sweet,vanilla,easter candy,
Malie Kai (Guittard),U.S.A,2010,U.s.a.,"O'ahu Island, N. Shore, Waialua Estate w/ nibs",55,3.5,5,1,1,1,0,1,0,creamy,crunchy,sweet,
Malmo,Sweden,2016,Venezuela,Chuao,70,3,3,1,0,0,0,1,0,hammy,unrecognizable,,
Mana,U.S.A,2012,Dominican republic,Conacado,74,3.75,3,1,0,0,0,1,0,berry,nutty,sour,
Mana,U.S.A,2014,Venezuela,Venezuela,74,2.75,3,1,0,0,0,1,0,nutty,green,,
Mana,U.S.A,2014,Peru,Peru,74,2.5,3,1,0,0,0,1,0,rubber,medicinal,,
Mana,U.S.A,2015,Ecuador,"Ecuador, batch 1212",74,2.5,2,0,0,0,0,1,0,soil,wet,notes,
Manifesto Cacao,Colombia,2014,Colombia,Colombia,70,2.75,4,1,0,1,0,1,0,muted,nutty,,
Manoa,U.S.A,2012,Liberia,"Liberia, batch 174",72,3.25,3,1,0,0,0,1,0,molassses,intense,,herb
Manoa,U.S.A,2012,U.s.a.,"O'ahu Island, Winward,Maunawili district, b. 151",72,3.25,3,1,0,0,0,1,0,molasses,sweet,cocoa,
Manoa,U.S.A,2012,Peru,"Piura, batch 173",72,3,3,1,0,0,0,1,0,banana,menthol,medicinal,
Manoa,U.S.A,2012,U.s.a.,"Hawai'i Island, Hamakua, Hawaiian Crown, b. 176",72,2.75,3,1,0,0,0,1,0,oily,tangy,fruit,earthy
Manoa,U.S.A,2013,U.s.a.,"O'ahu Island, Waiahole, b. 182",72,3.75,3,1,0,0,0,1,0,orange,cocoa,,
Manoa,U.S.A,2015,Costa rica,Coto Brus,72,3.75,3,1,0,0,0,1,0,dried fruit,balanced,cocoa,
Manoa,U.S.A,2015,Papua new guinea,Markham Valley,72,3.5,3,1,0,0,0,1,0,smoke,fruit,,
Manoa,U.S.A,2017,Peru,Ucayali,70,3.25,3,1,0,0,0,1,0,sweet,fatty,fig,
Manoa,U.S.A,2019,U.s.a.,"Hawai'i Island, Hilo and Kona regions",70,3.5,3,1,0,0,0,1,0,dried fruit,spicy,sticky,intense
Manufaktura Czekolady,Poland,2012,Ghana,Grand Cru Ghana,70,3.5,2,0,0,0,0,1,0,cocoa,coconut,,
Manufaktura Czekolady,Poland,2012,Dominican republic,Grand Cru Dominican Republic,70,3.25,2,0,0,0,0,1,0,chewy,brownie like,,
Manufaktura Czekolady,Poland,2012,Ecuador,Grand Cru Ecuador,70,3.25,2,0,0,0,0,1,0,grits,roaste brownie,,
Manufaktura Czekolady,Poland,2014,Venezuela,Porcelana,70,3.75,2,0,0,0,0,1,0,nutty,intense,roasty,
Manufaktura Czekolady,Poland,2014,Colombia,Kolumbia,85,3.5,2,0,0,0,0,1,0,coarse,intense,nutty,
Manufaktura Czekolady,Poland,2016,Nicaragua,Johe,70,3.75,3,1,0,0,0,1,0,basic,balanced,deep cocoa,
Manufaktura Czekolady,Poland,2016,Peru,Peru,70,3.5,3,1,0,0,0,1,0,nutty,roasty,,
Map Chocolate,U.S.A,2015,Dominican republic,"ROIG, 2014",70,3.5,3,1,0,0,0,1,0,fruity,tangy,cocoa,
Map Chocolate,U.S.A,2015,Peru,"Maranon, 2014",62,3.5,3,1,0,0,0,1,0,delicate,caramel,peanut,
Map Chocolate,U.S.A,2015,Ecuador,Ecuador,70,3.5,3,1,0,0,0,1,0,coarse,floral,rum,
Map Chocolate,U.S.A,2015,Nicaragua,"A case of the Xerces Blues, triple roast",70,3.5,3,1,0,0,0,1,0,rich,bright fruit,,
Map Chocolate,U.S.A,2015,Peru,"Tumbes, Dear Mr. Finley, 2014",68,3.5,3,1,0,0,0,1,0,lemon,spicy,cocoa,
Map Chocolate,U.S.A,2015,Honduras,Le Chocolat Chaud,78,3.5,3,1,0,0,0,1,0,grassy,woody,sweet,
Map Chocolate,U.S.A,2015,Tanzania,"Kakoa Kamili, Both Man & Bird & Beast",72,3,3,1,0,0,0,1,0,sweet,fatty,roasty,
Map Chocolate,U.S.A,2015,Trinidad,"San Juan Estate, Cherry Blossoms at Night",70,2.75,3,1,0,0,0,1,0,heavy roast,grits,rich,
Map Chocolate,U.S.A,2015,Colombia,Colombia,75,2.75,3,1,0,0,0,1,0,roasty,coffee,rubber,
Map Chocolate,U.S.A,2016,Vietnam,"Ben Tre, Surprise Valley",75,3.25,3,1,0,0,0,1,0,intense,sour,tart,
Map Chocolate,U.S.A,2017,Vietnam,"Lam Dong, ""Red Poppy""",73,3,2,0,0,0,0,1,0,earthy,tobacco,ashey,
Map Chocolate,U.S.A,2018,Dominican republic,Zorzal Reserve,72,3.5,3,1,0,0,0,1,0,complex,creamy,cherry,
Map Chocolate,U.S.A,2018,Mexico,"Tabasco, ""Late for the Train"", batch 12184",72,3.25,3,1,0,0,0,1,0,sweet,spicy,dirty,
Map Chocolate,U.S.A,2018,Blend,"""Peace of Wild Things""",72,3,3,1,0,0,0,1,0,notes,rubbery,hammy,
Marana,Peru,2016,Peru,Piura,70,3,4,1,0,1,0,1,0,pungent,tangy,grapes,
Marana,Peru,2016,Peru,San Martin,70,3,3,1,0,0,0,1,0,pungent,grapes,brownie,
Marana,Peru,2016,Peru,Cusco,70,2.75,3,1,0,0,0,1,0,smokey,dirty,sour,
Marigold's Finest,Canada,2016,Blend,Cacao Nib Crunch,75,3.25,2,0,0,0,0,1,0,earthy,coffee,roasty,
Markham & Fitz,U.S.A,2018,Haiti,"Pisa, batch 58",75,2.75,2,0,0,0,0,1,0,dried fruit,woody,dirty,
Marou,Vietnam,2012,Vietnam,Ba Ria,76,3.5,3,1,0,0,0,1,0,citrus,,,
Marou,Vietnam,2012,Vietnam,Dong Nai,72,3.5,3,1,0,0,0,1,0,roasty,coffee,,
Marou,Vietnam,2012,Vietnam,"Tien Giang, Gao Co-op",70,3.5,3,1,0,0,0,1,0,cocoa,spice,late sour,
Marou,Vietnam,2012,Vietnam,Ben Tre,78,3.5,3,1,0,0,0,1,0,sticky,pepper,cinamon,rich
Marou,Vietnam,2012,Vietnam,Lam Dong,74,3.5,3,1,0,0,0,1,0,melon,roasty,,
Marou,Vietnam,2012,Vietnam,Tien Giang,80,3,3,1,0,0,0,1,0,creamy,fatty,black pepper,
Marou,Vietnam,2013,Vietnam,"Tan Phu Dong, Treasure Island",75,3.5,3,1,0,0,0,1,0,fatty,heavy roast,nutty,
Marou,Vietnam,2015,Vietnam,"Dak Lak, Batch 2451",70,3.75,2,0,0,0,0,1,0,spicy fragrant,,,
Marou,Vietnam,2015,Vietnam,Ben Tre,68,3.5,2,0,0,0,0,1,0,roasty,rich,coffee,nut
Marou,Vietnam,2015,Vietnam,"Tan Phu Dong Island, Heart of Darkness",85,3.25,2,0,0,0,0,1,0,long,mild honey,rich,
Marou,Vietnam,2018,Vietnam,"Dak Nong, Tam Farm",75,3.5,3,1,0,0,0,1,0,fatty,roasty,nutty,
Marsatta,U.S.A,2013,Dominican republic,Dominican Republic,89,2.5,4,1,1,0,0,1,0,fatty,rubber,medicinal,
Marsatta,U.S.A,2013,Dominican republic,Dominican Republic,74,2.25,4,1,1,0,0,1,0,waxy,rubber,medicinal,
Martin Mayer,Austria,2016,Colombia,Tumaco,74,3.25,3,1,0,0,0,1,0,sandy,mild floral,mild nutty,
Martin Mayer,Austria,2016,Haiti,Pisa,82,3,3,1,0,0,0,1,0,sandy,earthy,sweet edge,
Martin Mayer,Austria,2016,Bolivia,Alto Beni,76,2.75,3,1,0,0,0,1,0,sticky,pungent,note,
Mast Brothers,U.S.A,2010,Dominican republic,"Dominican Republic, Coop",70,3.25,2,0,0,0,0,1,0,sticky,earthy,coffee,
Mast Brothers,U.S.A,2010,Venezuela,Ocumare de la Costa,75,3,2,0,0,0,0,1,0,dry,sticky,nutty,earthy
Mast Brothers,U.S.A,2010,Venezuela,Patanemo,81,2.75,2,0,0,0,0,1,0,sticky,woody,musty,
Mast Brothers,U.S.A,2011,Dominican republic,"La Red de Guanconejo, N. Highlands coop",74,3.75,2,0,0,0,0,1,0,gritty,raspberry,sour,
Mast Brothers,U.S.A,2011,Blend,Brooklyn Blend,72,3.5,2,0,0,0,0,1,0,rich,coffee,roasty,
Mast Brothers,U.S.A,2011,Belize,Moho River,70,3.5,2,0,0,0,0,1,0,gritty,tangy,cocoa,
Mast Brothers,U.S.A,2011,Dominican republic,Conacado,73,3.25,2,0,0,0,0,1,0,dry,gritty,red berry,coffee
Mast Brothers,U.S.A,2011,Venezuela,"Chuao, Med. Roast",76,3,2,0,0,0,0,1,0,sandy,strawberry,sour,
Mast Brothers,U.S.A,2011,Venezuela,"Chuao, Dark Roast",70,3,2,0,0,0,0,1,0,dry,sandy,intense,berry
Mast Brothers,U.S.A,2011,Peru,San Martin,75,3,2,0,0,0,0,1,0,orange,lemon,coffee ground,
Mast Brothers,U.S.A,2011,Venezuela,"Chuao, Light Roast",81,2.75,2,0,0,0,0,1,0,gritty,acidic,sour,
Mast Brothers,U.S.A,2011,Papua new guinea,Papua New Guinea,71,2.75,2,0,0,0,0,1,0,gritty,sticky,smoke,hammy
Mast Brothers,U.S.A,2012,Blend,"Shake Shack, Peru, Mad., Dom. Rep.",73,3.5,2,0,0,0,0,1,0,gritty,fruit,tart,rich
Mast Brothers,U.S.A,2012,Venezuela,Chuao,73,2.75,2,0,0,0,0,1,0,gritty,sour,sweet,
